,sentence,labels
264,"The word chemistry comes from alchemy, which referred to an earlier set of practices that encompassed elements of chemistry, metallurgy, philosophy, astrology, astronomy, mysticism and medicine.",0
265,"It is often seen as linked to the quest to turn lead or another common starting material into gold, though in ancient times, the study encompassed many of the questions of modern chemistry being defined as the study of the composition of waters, movement, growth, embodying, disembodying, drawing the spirits from bodies and bonding the spirits within bodies by the early 4th century Greek-Egyptian alchemist Zosimos.",0
266,"An alchemist was called a 'chemist' in popular speech, and later the suffix ""-ry"" was added to this to describe the art of the chemist as ""chemistry"".",0
267,The modern word alchemy in turn is derived from the Arabic word al-kīmīā (الكیمیاء).,0
268,"In origin, the term is borrowed from the Greek χημία or χημεία.",0
269,"This may have Egyptian origins since al-kīmīā is derived from the Greek χημία, which is in turn derived from the word Kemet, which is the ancient name of Egypt in the Egyptian language.",0
270,"Alternately, al-kīmīā may derive from χημεία, meaning ""cast together"".",0
271,The current model of atomic structure is the quantum mechanical model.,0
272,"Traditional chemistry starts with the study of elementary particles, atoms, molecules, substances, metals, crystals and other aggregates of matter.",0
273,"Matter can be studied in solid, liquid, gas and plasma states, in isolation or in combination.",0
274,"The interactions, reactions and transformations that are studied in chemistry are usually the result of interactions between atoms, leading to rearrangements of the chemical bonds which hold atoms together.",0
